ENSEMBL	logFC	logCPM	F	PValue	FDR	SYMBOL
ENSG00000177370	-0.449048486602718	4.0259830602668	26.1753403421617	6.07024251527285e-06	1.66891027482033e-05	TIMM22
ENSG00000179938	0.935301810950153	0.988461031294649	26.1743802850921	6.07215733913884e-06	1.66925107524871e-05	GOLGA8J
ENSG00000196436	1.0014284499879	1.95520459378163	26.1740667136847	6.07278289093989e-06	1.66925107524871e-05	NPIPB15
ENSG00000258230	1.27525780329222	0.497668470864308	26.171385364471	6.07813473827474e-06	1.67054324328359e-05	
ENSG00000231312	-0.938263514954532	3.78103441620799	26.1643666285629	6.0921671798228e-06	1.67422069461561e-05	MAP4K3-DT
ENSG00000232342	0.928942942975153	-0.00671543107787923	26.1629182347186	6.09506714540766e-06	1.67483831142278e-05	
ENSG00000196914	-0.519443257625823	9.09550266005265	26.1585371122571	6.10384779629881e-06	1.67707155221078e-05	ARHGEF12
ENSG00000240853	1.41517348451439	0.386991955919071	26.1504365309802	6.12011786119161e-06	1.68136185942499e-05	RN7SL328P
ENSG00000184999	-3.08598316451079	1.44845549026674	26.146538562186	6.12796311586019e-06	1.68333697279837e-05	SLC22A10
ENSG00000101849	0.699747870215062	5.24163936888505	26.1397732245435	6.14160437075447e-06	1.68690364057592e-05	TBL1X
ENSG00000258461	1.15470912186917	1.28707322818531	26.1189909661506	6.18370759698009e-06	1.69828630793466e-05	
ENSG00000203987	-2.57921563435686	0.614321120992786	26.1142104882748	6.19343511715478e-06	1.700775864346e-05	LOC100133077
ENSG00000171051	2.06658972996463	4.31737969843585	26.113530809561	6.19481945558931e-06	1.70097401655825e-05	FPR1
ENSG00000105732	-0.881705130982894	2.92299534556478	26.1013024592498	6.21978097445072e-06	1.70764525790841e-05	ZNF574
ENSG00000260367	1.33564306757059	-0.421012303270509	26.0953429117738	6.23198420773362e-06	1.71081265045976e-05	
ENSG00000198542	2.29208543482611	2.79557877270148	26.0926853255731	6.23743416058771e-06	1.71212564418699e-05	ITGBL1
ENSG00000269439	0.832554808467077	2.31042733700333	26.0913497415416	6.24017494547473e-06	1.71269479174002e-05	LOC100507551
ENSG00000180219	-2.01872089358038	0.373416755420521	26.0902936778898	6.2423430116242e-06	1.71310664449674e-05	FAM71C
ENSG00000170482	0.896375189799733	1.54448714896518	26.089266810281	6.24445189481972e-06	1.71350216914945e-05	SLC23A1
ENSG00000164091	-0.373738538685788	6.5757271882312	26.0870040057599	6.24910165902044e-06	1.7145947624413e-05	WDR82
ENSG00000225767	1.05856494201087	1.32949417089951	26.0775599006985	6.26854718544461e-06	1.71974626952898e-05	
ENSG00000261390	1.83361002472142	0.421312275184964	26.0649531585661	6.2946033155436e-06	1.72671006940387e-05	MAFTRR
ENSG00000250927	1.45781188066213	1.81098414342335	26.0629198826344	6.29881637228814e-06	1.72768111782382e-05	MESTP3
ENSG00000258859	-2.30881655212985	0.250907692527615	26.0604552247453	6.30392723091059e-06	1.72889818744732e-05	
ENSG00000266846	1.59447223214862	0.132307668090836	26.0540262440212	6.31727916798817e-06	1.73231532405244e-05	
ENSG00000248713	-1.9261129718136	0.483162004016593	26.0538061574433	6.31773677503637e-06	1.73231532405244e-05	C4orf54
ENSG00000102780	-0.759255427848125	6.54635909490323	26.0528950241923	6.31963158481795e-06	1.73264976631079e-05	DGKH
ENSG00000136243	0.723347592776972	4.81545215552924	26.0475921078685	6.33067143420763e-06	1.73549115956995e-05	NUP42
ENSG00000106536	-2.13521818931484	2.40134668446239	26.0471557659334	6.33158072831851e-06	1.73555505064931e-05	POU6F2
ENSG00000162482	-1.40151553193832	1.28829758086469	26.0464000526875	6.33315588438551e-06	1.73580142858558e-05	AKR7A3
ENSG00000234664	1.07889690180672	4.40003552479022	26.0435958714283	6.3390043081492e-06	1.73710454969155e-05	
ENSG00000103647	-0.866056836240041	6.35658933689131	26.0434713888688	6.33926406094331e-06	1.73710454969155e-05	CORO2B
ENSG00000112031	0.642253211843405	3.34460481921243	26.0427902408769	6.3406855824705e-06	1.73717035766455e-05	MTRF1L
ENSG00000164100	-2.90682278152324	4.69177726285366	26.0427076620618	6.34085794295793e-06	1.73717035766455e-05	NDST3
ENSG00000226403	1.99008126567804	0.27574807993522	26.0360425282027	6.35478574596929e-06	1.74080025798166e-05	
ENSG00000229820	1.12418341107272	0.276871074565399	26.0265761972731	6.37462210184765e-06	1.74604777208026e-05	
ENSG00000257231	-2.15453151776258	0.55297385022129	26.0174151861315	6.39388035142605e-06	1.75113583629655e-05	
ENSG00000236463	1.49547067379975	-0.377872024670794	26.0165624246083	6.39567611788847e-06	1.75144075507477e-05	
ENSG00000196581	-2.54644945534787	5.71361316038129	26.0153199250187	6.39829354894947e-06	1.75197059568749e-05	AJAP1
ENSG00000116747	0.749561615252948	7.09140464051506	26.0121811804237	6.40491057344249e-06	1.75359536875828e-05	RO60
ENSG00000235174	1.09319687299777	6.17171643214508	26.0096204399867	6.41031436631795e-06	1.7548876609232e-05	
ENSG00000102383	1.01364492293325	4.21690886767846	26.0065223691774	6.41685843479236e-06	1.75649180598279e-05	ZDHHC15
ENSG00000167721	0.641963397149966	5.54656169470816	26.0053869518699	6.41925853137848e-06	1.75696139711879e-05	TSR1
ENSG00000183036	-2.57840852005469	3.76780569016124	26.0036461821883	6.4229400730268e-06	1.75778158428484e-05	PCP4
ENSG00000172785	0.684295675217426	4.82380040782721	26.0012759638708	6.42795638275664e-06	1.75896684682215e-05	CBWD1
ENSG00000113360	0.522417727239729	6.78474301347775	25.9978270412926	6.43526297477759e-06	1.76077851010306e-05	DROSHA
ENSG00000183801	2.00489429487174	2.27188661641491	25.9934745956944	6.44449609587515e-06	1.76311685641867e-05	OLFML1
ENSG00000267475	-1.048435034555	-0.189403769199152	25.9890700982573	6.45385374675692e-06	1.76548877009717e-05	
ENSG00000182552	0.706393351270315	2.83842301192848	25.9824832243741	6.46787453539655e-06	1.76906355169923e-05	RWDD4
ENSG00000116652	0.899396516304832	2.59696300657657	25.9822835008666	6.46830016331407e-06	1.76906355169923e-05	
ENSG00000272425	1.95359450813761	1.40453706970957	25.9805894377372	6.47191153557917e-06	1.76986264848843e-05	
ENSG00000151650	2.66650808800896	0.272136752302638	25.9751829139192	6.48345117685108e-06	1.77282947425829e-05	VENTX
ENSG00000182177	2.24131383422923	1.11789845930046	25.9747335269006	6.48441131332206e-06	1.77290312513487e-05	ASB18
ENSG00000126821	-0.528799470609688	4.44889444090299	25.970391629028	6.49369564693639e-06	1.7752524369261e-05	SGPP1
ENSG00000099949	-0.851600224045243	4.08458621163553	25.9662354974677	6.50259578127404e-06	1.77749622671635e-05	LZTR1
ENSG00000197879	1.2708973516283	5.69241184527309	25.9647923147981	6.50568926419312e-06	1.77815244904703e-05	MYO1C
ENSG00000002587	-1.18851945550849	3.9054663847736	25.9644287206249	6.50646887632835e-06	1.77817616559437e-05	HS3ST1
ENSG00000127366	1.17643789744057	1.5843463137594	25.9550788526732	6.52655030336985e-06	1.78341330403872e-05	TAS2R5
ENSG00000186001	0.562363208523614	6.69781257504936	25.9548597382385	6.52702168900669e-06	1.78341330403872e-05	LRCH3
ENSG00000143093	-0.459997839642758	6.25232948819929	25.9493006937361	6.5389929039987e-06	1.786494069418e-05	STRIP1
ENSG00000070366	0.486937930448266	6.11724537414034	25.9487622318034	6.54015368315996e-06	1.78662101413837e-05	SMG6
ENSG00000132323	-0.397388802120747	5.41994431183482	25.9267720024918	6.58774334236858e-06	1.79942989444327e-05	ILKAP
ENSG00000267736	1.87082105966598	0.461714618447091	25.9197601984162	6.60299383938012e-06	1.80340360633916e-05	
ENSG00000248933	-2.55705328868629	0.64747942984489	25.9184269497425	6.60589779814508e-06	1.80400475621827e-05	USP17L22
ENSG00000137343	0.738383744386777	4.89427242412109	25.9170347958772	6.608931484681e-06	1.80464120176974e-05	ATAT1
ENSG00000140848	0.755574380632127	6.19315406654605	25.914209892265	6.61509180160176e-06	1.8061311817884e-05	CPNE2
ENSG00000143498	0.689732932978694	3.28594991491302	25.9112131200594	6.62163348213546e-06	1.80772495818537e-05	TAF1A
ENSG00000179178	-2.70876455726552	2.89824145814913	25.9080858860876	6.62846716506533e-06	1.80939810456713e-05	TMEM125
ENSG00000168575	-0.689417514753428	6.477118211439	25.8756580075308	6.6997655622644e-06	1.82866620392976e-05	SLC20A2
ENSG00000113658	0.562632428664806	6.39192917927245	25.8738096885578	6.70385350754959e-06	1.82958741249745e-05	SMAD5
ENSG00000232021	2.77271606562501	0.419925099671184	25.8723449859571	6.70709485790991e-06	1.83027740061943e-05	LEF1-AS1
ENSG00000254428	0.803554129310456	2.04360295130638	25.8708882897034	6.7103201165493e-06	1.83096285127831e-05	
ENSG00000118007	0.731555719029953	6.77688033750217	25.8692453413839	6.71395970129547e-06	1.83176119627669e-05	STAG1
ENSG00000283528	1.64404050073262	1.50624040979959	25.8576897707523	6.73961689863361e-06	1.83856577065722e-05	
ENSG00000179041	-0.748985192632715	2.34526895870157	25.8545850898638	6.74652778594025e-06	1.8402554535674e-05	RRS1
ENSG00000260988	1.43029849092567	-0.603703305955492	25.8536070196641	6.74870646379336e-06	1.84061497235568e-05	
ENSG00000264958	1.30925022763252	-0.473079601661343	25.8533495306403	6.74928014994713e-06	1.84061497235568e-05	
ENSG00000144460	-2.63157753969763	2.77127232178413	25.8526398089372	6.7508616757001e-06	1.8408506683685e-05	NYAP2
ENSG00000138660	-0.594684768716002	4.63973636720394	25.8517621496784	6.75281796538533e-06	1.84118849550212e-05	AP1AR
ENSG00000227583	1.20294704925521	-0.369853081854896	25.8482345632388	6.76068688828704e-06	1.84313818767672e-05	RPS3AP37
ENSG00000115128	0.670242650938918	4.19657254353237	25.8476611645055	6.76196686448167e-06	1.84329133910698e-05	SF3B6
ENSG00000261329	-1.38746609138097	1.86667288960228	25.8389963452884	6.78133990201829e-06	1.84837604699766e-05	
ENSG00000171793	0.909467536246118	5.51931916191761	25.8367951489041	6.78627063947749e-06	1.84948199760547e-05	CTPS1
ENSG00000261553	-1.17510998999714	1.76605750719303	25.8365416730934	6.7868386726859e-06	1.84948199760547e-05	
ENSG00000187678	1.78694757439379	5.62927624439677	25.8264093304122	6.80958579165092e-06	1.85548380234336e-05	SPRY4
ENSG00000088387	-1.12135958566937	7.78346302393222	25.8221590248304	6.81915146423673e-06	1.85789301836131e-05	DOCK9
ENSG00000076864	-2.07211403672618	6.79900790432461	25.8211850637727	6.82134542509814e-06	1.85829349681715e-05	RAP1GAP
ENSG00000270072	1.16347555634232	-0.0945465990346566	25.8186469442059	6.82706630572063e-06	1.85965460344216e-05	
ENSG00000116819	-0.934718840392718	2.02323822307408	25.8131004293887	6.839585536949e-06	1.86286705726198e-05	TFAP2E
ENSG00000179954	2.03392475564287	2.85227285011967	25.8043195384988	6.85945432147274e-06	1.86808038158529e-05	SSC5D
ENSG00000008226	1.70464218401907	2.91771543869535	25.7985070487229	6.87263962207216e-06	1.87147263554888e-05	DLEC1
ENSG00000139505	-0.603107251880713	5.95768723774798	25.7932776456031	6.88452488244098e-06	1.87451019634891e-05	MTMR6
ENSG00000223825	0.602607863425135	2.75811589116433	25.7891795701759	6.89385391566884e-06	1.87685118007469e-05	
ENSG00000238213	1.22524419872515	-0.435797768028452	25.7888454597153	6.89461508176106e-06	1.87685931346412e-05	TARDBPP2
ENSG00000175874	-3.00465762647871	6.42377248723901	25.7881398878157	6.89622279535355e-06	1.87709786873209e-05	CREG2
ENSG00000173275	0.507491781835702	3.83545629290957	25.7874981335266	6.89768543495647e-06	1.8772968895881e-05	ZNF449
ENSG00000232587	0.736906833062472	1.63970755235192	25.7867548683663	6.89937983633779e-06	1.87755893860258e-05	EEF1A1P3
ENSG00000198951	0.988428566035416	4.83323734995833	25.7777671817393	6.91990332313095e-06	1.88294443159622e-05	NAGA
ENSG00000231754	-1.9940204185618	-0.383857687893138	25.7740026892553	6.92851855408215e-06	1.88508882317946e-05	
ENSG00000184486	1.28873781286866	5.56987038204977	25.7719125799037	6.9333067185865e-06	1.88619161471828e-05	POU3F2
ENSG00000085382	-0.646917126759774	6.14390144294617	25.763909259524	6.95167329851115e-06	1.890987760533e-05	HACE1
ENSG00000181827	0.941927206738896	5.81733719910904	25.7614944988461	6.95722485029165e-06	1.89229732707435e-05	RFX7
ENSG00000248522	-1.21634095969266	2.15377641670147	25.7567781060673	6.96808125061532e-06	1.8950493302643e-05	SBF1P1
ENSG00000198569	-1.56569188839876	0.485361688515508	25.7523931703867	6.97819058712012e-06	1.89759759926296e-05	SLC34A3
ENSG00000231646	1.52241696142478	0.345268835450659	25.7482115589261	6.98784545926965e-06	1.90002175773022e-05	FSIP2-AS1
ENSG00000258204	-1.03791079665113	1.02626107437399	25.7477465868977	6.98891989058617e-06	1.90011259525312e-05	
ENSG00000197471	1.15435216612544	2.05742518200036	25.7454058415858	6.99433137930379e-06	1.90138242611833e-05	SPN
ENSG00000273131	0.990148258996	3.2611101143098	25.7447397385875	6.99587212100722e-06	1.90159985157435e-05	
ENSG00000076984	-0.841845102202638	4.25140553312646	25.7410760709314	7.0043527838543e-06	1.90370342261591e-05	MAP2K7
ENSG00000147419	-0.565298440712169	5.08953408983489	25.7382753713455	7.01084310012468e-06	1.90526565189221e-05	CCDC25
ENSG00000100234	1.21011685176202	7.5944565826937	25.7360731661075	7.01595088930768e-06	1.90645187479176e-05	TIMP3
ENSG00000101160	1.71428566321332	6.48693874160574	25.7346778041021	7.01918930308145e-06	1.9071299329196e-05	CTSZ
ENSG00000267594	2.92534014548734	1.22483450269548	25.7312473095161	7.02715758653049e-06	1.90909282796978e-05	
ENSG00000253988	2.06079643700706	-0.301217005756047	25.7272193095901	7.03652582393072e-06	1.91143559770514e-05	
ENSG00000229927	-1.13870521586842	2.56205966576483	25.7230820897307	7.04616168567409e-06	1.91385056262912e-05	
ENSG00000176563	0.969197960752798	1.07144905983397	25.7201099117575	7.05309260707614e-06	1.91539408907877e-05	CNTD1
ENSG00000177303	-1.00552972667274	4.74959108984494	25.7200051438981	7.05333704885385e-06	1.91539408907877e-05	CASKIN2
ENSG00000183597	-0.896903592643707	4.20278537762635	25.7115419110523	7.07311255895352e-06	1.92056108575478e-05	TANGO2
ENSG00000105695	-3.33579166759852	7.03508941548448	25.7055332745205	7.08718776974258e-06	1.92417935163909e-05	MAG
ENSG00000260835	-2.25804203827961	-0.470654365167518	25.7011114278278	7.09756464526071e-06	1.92679285615206e-05	
ENSG00000256752	-1.2468903741915	0.93846428956155	25.6994238365462	7.10152915414686e-06	1.927665211435e-05	HPRT1P3
ENSG00000049759	-0.965000289695302	7.06515753320366	25.6966500118497	7.10805048919836e-06	1.92909787207055e-05	NEDD4L
ENSG00000129083	0.611932330199296	6.88249845652436	25.6965395258067	7.10831037450662e-06	1.92909787207055e-05	COPB1
ENSG00000177182	-2.1581145889346	3.9198580137381	25.6957944011548	7.11006331656893e-06	1.92936958151556e-05	CLVS1
ENSG00000111799	2.57353443788483	6.84786596539248	25.6937858233216	7.11479084679602e-06	1.93033826974199e-05	COL12A1
ENSG00000237249	-1.20288387959401	1.2445457972863	25.6936386562063	7.11513735895546e-06	1.93033826974199e-05	
ENSG00000114113	1.2772729901485	1.08979292814941	25.6865998254253	7.13173126316293e-06	1.93463569251746e-05	RBP2
ENSG00000166352	-0.641922711330934	2.91633049464668	25.6789149432127	7.14989446072319e-06	1.93935786656585e-05	IFTAP
ENSG00000163393	-1.23688978457929	4.91646647001626	25.6727788052754	7.16443195032231e-06	1.94309569909143e-05	SLC22A15
ENSG00000268891	1.25065774900972	-0.213247572128963	25.6703381492875	7.17022284654097e-06	1.94446079201684e-05	
ENSG00000105750	1.01838075403027	3.19021675987918	25.668689786472	7.1741366546239e-06	1.94531661110325e-05	ZNF85
ENSG00000173391	1.6868657421455	4.62686772453753	25.6671909297057	7.17769742148832e-06	1.94607652992286e-05	OLR1
ENSG00000241546	-0.687799226916494	0.950647163226541	25.6545143360822	7.20788668313648e-06	1.95405526273051e-05	
ENSG00000179564	-0.977431205722078	-0.155021634034421	25.6473610254067	7.22498086793171e-06	1.95848261486552e-05	LSMEM2
ENSG00000060709	-2.16697385039911	5.3041907897922	25.6469972181789	7.22585138646573e-06	1.95851173126669e-05	RIMBP2
ENSG00000255823	-1.67744574161835	0.827650729982809	25.6465808743735	7.22684774925244e-06	1.95857494703869e-05	MTRNR2L8
ENSG00000221048	1.93535629608708	0.0508793400208924	25.6448380203065	7.23102017737498e-06	1.95949881588353e-05	
ENSG00000223922	1.05763608071963	-0.109096602081909	25.6434656091839	7.23430753112238e-06	1.96018267299679e-05	ASS1P2
ENSG00000153922	0.907294460096368	6.74545826158875	25.6423920488024	7.23688013375696e-06	1.96067273971152e-05	CHD1
ENSG00000139193	1.22270766520017	-0.103287062122865	25.6337091046595	7.25772252202503e-06	1.96611197517176e-05	CD27
ENSG00000196361	-1.63215052151303	5.49524321492827	25.6333321390836	7.25862880476136e-06	1.96614995540053e-05	ELAVL3
ENSG00000220693	1.28003247662048	0.0725087777427547	25.6326345585219	7.26030620709411e-06	1.96639677928525e-05	
ENSG00000122966	-1.00720090986639	7.55292402050279	25.6317263999022	7.26249057311359e-06	1.96678084371595e-05	CIT
ENSG00000137491	1.55276762350794	7.34208490197127	25.626372673109	7.2753817088742e-06	1.97006405948783e-05	SLCO2B1
ENSG00000213411	1.08787165344276	0.775955026637859	25.618034814005	7.29550597275742e-06	1.9753049983207e-05	
ENSG00000116212	0.638184050112565	3.81654546416749	25.6157925632783	7.3009278012513e-06	1.97656447277547e-05	LRRC42
ENSG00000229453	1.90019728059529	0.202178114473187	25.6124577938105	7.3089991703059e-06	1.9784194895875e-05	SPINK8
ENSG00000132330	0.50520954144347	2.52615782764294	25.6123247047234	7.30932148851304e-06	1.9784194895875e-05	SCLY
ENSG00000157778	-0.951454631264602	3.60369564433932	25.606389134853	7.32371151868814e-06	1.9821054110211e-05	PSMG3
ENSG00000237291	2.68581875112646	0.146351587856373	25.6004311982491	7.33818558279331e-06	1.98581329589193e-05	
ENSG00000230495	1.13969247222771	-0.348129881405866	25.5990617856811	7.34151662766471e-06	1.98650526356368e-05	LOC100286962
ENSG00000230430	-2.47986226901206	0.215991373677987	25.5962339827557	7.34840015951703e-06	1.98815823417673e-05	USP17L25
ENSG00000172915	-1.40870106278614	8.25951645873809	25.5866933005311	7.37167426847245e-06	1.99424496785438e-05	NBEA
ENSG00000279693	-1.49121963699149	-0.0543064983015567	25.5853501217262	7.37495708649072e-06	1.99492278272327e-05	
ENSG00000166797	0.609706672456251	3.65744802899951	25.5837878295713	7.37877735618941e-06	1.9957458198609e-05	CIAO2A
ENSG00000104332	-2.27620341324483	3.93302580724339	25.5701821586419	7.41213492804125e-06	2.00455682748344e-05	SFRP1
ENSG00000122862	1.81770420265617	5.91740013955477	25.5693978691362	7.41406260504027e-06	2.00486689240711e-05	SRGN
ENSG00000226747	1.63134014333767	0.0231096511136795	25.568311294578	7.41673412431622e-06	2.00537801623025e-05	FSIP2-AS2
ENSG00000232608	0.782082102899039	0.641485347136828	25.5667398330205	7.42059959831937e-06	2.00621182651287e-05	
ENSG00000215284	-0.6437447457393	3.65971153961148	25.5664148954074	7.42139914131261e-06	2.00621665222022e-05	
ENSG00000158715	-1.78928957843926	3.57040621320408	25.563166449945	7.42939723725046e-06	2.00816724690925e-05	SLC45A3
ENSG00000270711	1.17143784934667	0.424690514182985	25.5623540321927	7.43139892490403e-06	2.0084967713528e-05	
ENSG00000271933	-0.720786610029139	0.908702577383808	25.557905480721	7.44236956290052e-06	2.01125002455346e-05	
ENSG00000283583	-1.76151477051541	-0.442680902049825	25.5544365874913	7.45093600810714e-06	2.01335304956906e-05	
ENSG00000101782	0.646839465883271	6.01889624884359	25.551645105811	7.4578370733437e-06	2.01500566888479e-05	RIOK3
ENSG00000229808	1.0241783286722	0.369450645892957	25.548921113895	7.4645777378921e-06	2.01661460676843e-05	
ENSG00000234719	0.836154466676315	2.93047770091019	25.5484583615044	7.46572347679866e-06	2.01667068842767e-05	NPIPB2
ENSG00000259343	-1.33476059778427	1.13520849598881	25.5482025762652	7.46635686009732e-06	2.01667068842767e-05	
ENSG00000260641	-1.02513048730536	2.1552762372342	25.5454495572943	7.47317753037699e-06	2.01830055053273e-05	
ENSG00000181938	1.10598024142302	2.86604574162338	25.5442109252011	7.47624839686512e-06	2.0189174569186e-05	GINS3
ENSG00000226647	1.1743894073774	0.689413369081813	25.5429991671017	7.47925391378964e-06	2.01951658808428e-05	
ENSG00000139223	1.26720715982825	0.0887155913010295	25.5417660476959	7.48231371074003e-06	2.02013024811848e-05	ANP32D
ENSG00000276672	1.28156772146451	2.03545301935746	25.5402484214437	7.48608126562525e-06	2.02093484466469e-05	
ENSG00000136514	1.54797962877571	1.18162747311959	25.5399144530531	7.48691061905342e-06	2.0209461615272e-05	RTP4
ENSG00000279118	1.73581733142132	3.8973060187713	25.5395809264408	7.48773897133468e-06	2.02095720579771e-05	
ENSG00000203950	0.769861946762651	3.35551357913087	25.5384106005827	7.49064637082428e-06	2.02152932815147e-05	RTL8A
ENSG00000267682	0.861758631965481	1.3522543000477	25.5305255811838	7.51026565804524e-06	2.02661095693125e-05	
ENSG00000213020	0.804589329366292	4.77237084766698	25.5283557381189	7.51567402865236e-06	2.02785716931626e-05	ZNF611
ENSG00000137860	1.67176153956977	1.53763088040385	25.5236324953478	7.52746088428091e-06	2.03082396294617e-05	SLC28A2
ENSG00000242338	0.811488735555282	0.74457947343766	25.5225531990141	7.53015698251231e-06	2.0313275068506e-05	
ENSG00000232916	1.29136393936404	-0.645465503381408	25.5222517137429	7.5309102776869e-06	2.0313275068506e-05	
ENSG00000248103	1.66476477409096	-0.188069565728292	25.5129653930058	7.55415185969655e-06	2.03738238208398e-05	
ENSG00000181016	1.06617322124702	1.5988857691986	25.5102525293435	7.56095570396753e-06	2.03900313273433e-05	LSMEM1
ENSG00000066933	-0.667310222981158	7.65165473372089	25.5057118471549	7.57235805450468e-06	2.04186351616792e-05	MYO9A
ENSG00000111058	1.87242511261039	6.04198096642887	25.5032184498356	7.57862700841677e-06	2.04333923911142e-05	ACSS3
ENSG00000255036	-1.07496256379683	0.125301016435756	25.4996200689766	7.58768370981591e-06	2.04556620181119e-05	SUGT1P4-STRA6LP-CCDC180
ENSG00000197937	0.853631608075577	5.02382279084318	25.4928890283008	7.60465536083535e-06	2.04992626652494e-05	ZNF347
ENSG00000076928	1.1624059476794	5.67193218994962	25.4845264108801	7.62579620874887e-06	2.05540915456353e-05	ARHGEF1
ENSG00000214160	1.10840568933795	3.7597475663049	25.4838701246501	7.62745791212198e-06	2.0556411563017e-05	ALG3
ENSG00000179627	1.73898686173757	1.24939533384892	25.4828736405891	7.62998171378503e-06	2.05610542507657e-05	ZBTB42
ENSG00000164181	-1.52311802237824	4.20817374762751	25.4803743922069	7.63631542061804e-06	2.05759617081535e-05	ELOVL7
ENSG00000232928	0.745490085440276	2.70821214474329	25.4758183227301	7.64787577285058e-06	2.0604947691603e-05	
ENSG00000168646	-0.757447986194602	3.56375528899532	25.4753796817913	7.64898972515204e-06	2.06057857978406e-05	AXIN2
ENSG00000240677	1.61877355142275	-0.112276378612993	25.4688503640451	7.66559136358083e-06	2.06483419758923e-05	
ENSG00000165511	0.972504542573653	1.91776249386937	25.4667036411973	7.67105791632548e-06	2.06608984597013e-05	ZNF22-AS1
ENSG00000239528	1.07174345458187	0.789419034380784	25.4539476583502	7.70362479871719e-06	2.07464355151182e-05	
ENSG00000227573	-1.75809192792709	-0.0756522956319133	25.445965828442	7.72407649251705e-06	2.07993309390882e-05	
ENSG00000126562	1.27642494228577	1.69203847220257	25.4286664222039	7.76859765486574e-06	2.09170225358927e-05	WNK4
ENSG00000253873	1.14105274089808	3.74192306332136	25.4232913294022	7.7824854142385e-06	2.09522173666664e-05	PCDHGA11
ENSG00000265749	0.811806382920239	1.37071389882043	25.4173775633997	7.79779497019034e-06	2.09912322120762e-05	
ENSG00000176641	-1.39784569216832	5.57265072786846	25.4118212405107	7.81220788800359e-06	2.10278254269126e-05	RNF152
ENSG00000239873	-1.80711012291275	-0.0370073696031993	25.4106891377068	7.81514794155793e-06	2.10328824543104e-05	
ENSG00000079337	-1.57285237326734	5.56080355928104	25.4104667191456	7.81572569517857e-06	2.10328824543104e-05	RAPGEF3
ENSG00000205794	-1.17707515361517	1.67472280514662	25.408281882149	7.82140339553086e-06	2.10449284782965e-05	LOC344967
ENSG00000212127	0.896744410357055	2.35392830993695	25.4081132043282	7.82184191523361e-06	2.10449284782965e-05	TAS2R14
ENSG00000260891	1.10398201028118	0.00760891400969034	25.3970036282017	7.85078071820613e-06	2.11205751711489e-05	
ENSG00000215912	1.08819237502136	1.7189048685771	25.3936291335479	7.85959293994381e-06	2.11420661150464e-05	TTC34
ENSG00000260924	-0.799037894792106	0.362833897381751	25.3927616934488	7.86185986165279e-06	2.11459477414922e-05	
ENSG00000007062	2.29311174656128	4.76697481688758	25.3880271715051	7.87424487058959e-06	2.11770401973889e-05	PROM1
ENSG00000134996	-0.844491091194875	4.63844628149992	25.3770115955884	7.90313951283065e-06	2.12525225897735e-05	OSTF1
ENSG00000140873	-2.20315892975423	4.14848712931586	25.3681900501756	7.92635903664975e-06	2.13127296674296e-05	ADAMTS18
ENSG00000144040	-0.955878257271314	7.06835476870764	25.3671081182861	7.92921174017216e-06	2.13181666993001e-05	SFXN5
ENSG00000159708	1.76638219155079	0.779862345095812	25.3660455759823	7.93201436509613e-06	2.13234679669207e-05	LRRC36
ENSG00000249839	-0.915030894883101	5.36199063828389	25.3579517601006	7.9533971412485e-06	2.13787115238943e-05	PPIP5K1P1
ENSG00000164190	0.766419058677771	7.77090866849086	25.3507959125155	7.97235216006068e-06	2.1427418388099e-05	NIPBL
ENSG00000213371	0.697861908921276	3.67066324191442	25.3468373177247	7.98285832219973e-06	2.14534093025399e-05	NAP1L1P3
ENSG00000226632	1.12068650369381	0.325591306886627	25.3446810960713	7.98858705540096e-06	2.14665570910759e-05	
ENSG00000105643	-1.30830373283458	4.80545727805629	25.3392992564657	8.00290450853873e-06	2.15027789166297e-05	ARRDC2
ENSG00000235770	1.2988619369184	0.0554456972150662	25.3382291686104	8.0057544903746e-06	2.15081847582397e-05	LINC00607
ENSG00000221882	-1.77281780600205	0.283442271052695	25.335093116862	8.01411290387079e-06	2.15283868199544e-05	OR3A2
ENSG00000232953	1.6097190605645	-0.251948343807391	25.3323481430204	8.02143648368144e-06	2.15458050605635e-05	
ENSG00000090447	-0.753181702364643	3.03344212864009	25.3311840501236	8.02454439311563e-06	2.15518974308615e-05	TFAP4
ENSG00000066336	1.8534959808057	3.6359653232262	25.3268118869287	8.03622850401615e-06	2.15810196249424e-05	SPI1
ENSG00000239801	1.19412928333036	-0.522062742608844	25.3254009438244	8.04000288730146e-06	2.1588896641828e-05	
ENSG00000229238	-1.09862746286691	2.03152303583826	25.3249390603976	8.04123886454122e-06	2.1589956633377e-05	PPP1R12BP1
ENSG00000158769	1.343080841942	3.2605233245156	25.3227474141381	8.04710631177703e-06	2.16034501560416e-05	F11R
ENSG00000259924	-0.857023730925843	3.70670589658524	25.3216437646445	8.05006268358836e-06	2.16091265321928e-05	
ENSG00000273797	1.13331603260392	0.651379076450707	25.318265554646	8.05911903854028e-06	2.16311744534759e-05	
ENSG00000095203	-1.89178663909679	5.28772579509947	25.3124952245401	8.0746128862637e-06	2.16704945860042e-05	EPB41L4B
ENSG00000117472	-0.950318459073546	1.12119268742526	25.3117315975209	8.07666562624833e-06	2.16737372749543e-05	TSPAN1
ENSG00000275066	0.447272074978905	6.72343110804622	25.3113977086173	8.07756333950461e-06	2.16738800949698e-05	SYNRG
