hb01	hb02	hb03	hb04	hb05	hb06	hb07	hb08	hb09	hb10	hb11	hb12	hb13	hb14	hb15	hb16	hb17	hb18	P01	P02	P03	P04	P05	P06	P07	P08	P09	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	R01	R02	R03
6	0	0	0	0	0	0	0	2	2	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
2	0	0	0	2	5	0	0	0	0	3	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
5	9	5	5	4	5	3	4	8	5	15	11	5	0	5	5	3	11	5	4	0	0	4	3	0	4	5	2	5	0	0	4	10	6	7	4	6	6	10	0	0	5	6	14
5	6	9	4	3	0	3	4	5	3	5	0	3	0	3	3	3	8	0	0	0	0	2	0	0	2	0	0	0	0	2	0	8	0	5	0	3	0	0	0	0	3	0	0
10	14	13	7	0	4	5	0	10	8	13	17	3	3	4	5	5	10	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	2	4	3	0	0	2	4	0	3	5	0
2	0	0	0	2	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	2	6	2	0	0	0	4	2	0	6	2	2	0	0	5	2	2	0	0	2	3	0	0	0	0	0	0	3	2	0	3	3	4	2	2	0	2	10	0	2	6	6
5	0	0	7	0	0	0	4	4	0	0	0	7	5	2	3	3	0	4	2	5	0	2	0	0	4	0	7	0	3	3	4	9	4	0	3	0	0	0	0	0	10	5	4
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	5	0	2	3	9	3	2	6	3	0	3	4	3	0	3	6	10	0	0	0	0	0	0	0	6	0	3	0	4	0	0	4	0	6	0	2	0	0	5	0	8	2	5
2	4	5	0	0	0	0	0	4	3	4	0	3	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	4	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0
2	0	0	0	0	0	0	2	5	2	4	3	0	4	0	5	2	6	0	0	0	2	0	0	0	5	0	0	0	2	0	0	4	2	2	0	2	0	0	3	0	2	3	0
6	3	5	3	2	5	3	3	16	5	6	8	8	10	0	8	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	2	0
5	8	10	17	7	7	5	4	7	0	4	14	12	7	4	8	7	16	0	5	0	0	0	0	0	4	3	5	3	4	0	2	9	2	3	11	12	4	3	3	0	5	0	9
5	2	8	2	0	4	0	0	0	2	4	5	2	0	4	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	2	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	2	0	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	6	3	0	0	0	0	0	2	5	0	3	2	0	0	2	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
6	4	3	0	0	0	0	2	0	3	3	2	4	0	0	5	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
5	2	2	4	0	0	0	0	5	2	0	4	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	3
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	16	7	25	0	3	0	4	19	24	24	22	9	8	10	18	32	41	3	0	0	0	0	5	3	8	0	3	6	6	2	2	18	3	8	5	8	0	2	0	0	9	4	24
2	0	5	0	0	0	0	0	0	0	5	10	0	0	0	0	3	5	0	0	0	2	0	0	0	0	0	2	0	0	2	0	3	0	2	0	0	2	0	0	0	2	2	4
19	9	7	3	0	0	0	0	6	11	4	3	2	0	2	8	7	3	0	0	4	4	0	0	0	2	0	0	0	4	4	0	3	0	0	0	2	5	0	7	0	0	4	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	6	0	13	3	0	0	0	0	5	4	4	9	3	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	4	5	11	4	4	0	4	5	8	10	2	5	8	5	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	3	0	0	0	0	0	5	0	6	3	4	0	0	3	5	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	7	0	3
12	14	6	12	0	0	0	2	14	16	8	9	9	6	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
4	0	0	2	2	4	0	0	0	5	0	0	4	5	3	4	3	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
7	4	3	0	2	5	0	5	3	0	0	6	0	5	0	0	7	6	0	2	0	0	0	0	6	0	0	4	0	2	0	0	5	2	4	2	0	0	0	0	0	0	0	7
5	0	2	7	0	0	0	0	0	2	0	6	5	6	4	8	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	12	9	0	6	8	4	7	7	14	9	16	9	6	7	7	22	15	5	0	2	0	3	3	0	11	5	5	0	11	0	5	14	4	4	9	10	9	2	5	5	6	7	8
14	9	23	14	12	0	8	0	0	13	10	21	15	13	6	8	11	14	5	6	0	0	6	5	3	17	6	0	2	7	2	8	17	7	18	11	5	4	4	4	0	9	6	16
4	0	0	0	2	0	0	2	3	0	0	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
21	18	0	13	7	8	11	11	32	21	19	34	11	10	9	6	32	32	8	0	0	0	6	7	0	6	0	0	3	6	3	4	14	9	20	5	5	2	0	0	4	13	8	8
4	0	2	3	6	2	4	0	0	0	0	2	0	0	2	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	0	0	0	0	0	4	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	5	0	0	0	0	0	3	4	2	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	5	0	0	0	0	0	0	3	0	4	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
2	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	0	0	0	0	5	0	0	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	2	0	0	0	2	0	3	0	0	0	0	0	0	2	0	0	3	0	0	0	0
3	0	6	7	3	0	0	0	6	4	0	5	2	0	2	2	2	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
2	0	0	3	2	2	0	0	0	2	0	5	2	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	3	5	0	4	0	0	2	0	0	0	0	0	4	0	0
11	11	5	6	5	7	3	2	10	11	8	7	6	11	0	3	12	20	0	0	0	0	0	0	0	4	0	0	0	4	0	0	9	0	7	4	0	0	0	0	0	12	0	0
4	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	3	9	0	0	0	2	0	4	0	0	0	0	0	0
3	0	3	2	4	2	3	0	2	2	0	3	2	5	2	3	3	5	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	4	2
2	3	0	3	0	2	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	0	0	55	0	29	22	0	68	70	74	86	50	0	33	62	63	106	3	0	17	0	5	2	3	0	0	23	4	10	7	7	104	9	44	4	8	4	8	18	2	94	7	0
15	11	19	24	7	2	8	4	26	23	0	27	12	24	9	23	37	0	0	0	2	0	0	0	0	10	0	7	3	6	5	0	8	14	25	0	0	5	4	0	0	13	4	20
3	0	3	2	4	0	4	3	3	3	3	7	2	3	0	3	3	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	3
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	16	26	34	32	46	22	31	47	0	33	63	39	41	0	41	30	41	97	27	9	7	8	30	8	18	3	12	27	36	18	0	30	17	16	61	47	6	12	0	11	28	49	27
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	7	0	8	4	11	5	10	14	8	19	12	9	14	7	11	18	17	2	0	0	0	0	3	2	6	4	4	0	4	3	5	23	8	5	4	0	4	2	6	0	9	2	2
6	2	7	6	4	7	9	9	10	4	3	7	10	6	6	8	3	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	4	0	0
10	8	13	11	7	7	6	5	11	4	6	12	6	16	9	14	7	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	2	0	0
2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	9	6	2	0	0	8	8	2	2	0	3	4	2	3	4	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	3	0	0
5	3	5	2	0	0	0	0	4	0	3	5	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7	6	7	0	11	7	0	8	13	4	3	14	8	9	11	3	5	15	5	3	0	3	0	4	3	2	2	5	0	0	6	3	7	4	4	0	0	2	4	5	0	0	4	8
6	5	0	2	0	2	3	6	0	2	4	0	4	0	2	0	6	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0
4	10	3	0	0	6	0	3	5	8	0	5	0	0	0	6	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	14	11	7	0	7	0	3	13	11	14	10	6	0	0	4	10	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	10	2	2	0	0	0	0	2	0	6
2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	0	5	0	2	3	0	0	7	4	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	3	5	2	0	2	7	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	3	0	0
3	0	3	4	0	0	0	0	0	0	0	2	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
5	12	14	17	0	0	0	0	9	11	5	18	12	0	4	12	15	0	0	0	0	0	2	0	0	5	0	3	0	3	0	5	10	7	2	3	3	0	0	0	0	3	2	0
6	4	3	0	2	8	2	3	9	4	5	11	6	7	9	0	2	8	0	0	0	0	0	0	0	4	0	0	0	0	3	2	6	0	3	0	0	2	0	2	0	4	2	2
2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0
7	11	2	6	5	3	3	3	16	6	10	12	6	2	4	7	8	9	3	0	0	0	0	3	2	3	0	0	0	4	3	0	4	2	0	2	2	0	0	0	0	7	0	7
7	6	20	11	8	8	0	5	9	14	8	9	5	4	3	10	6	9	2	0	0	0	0	0	0	2	0	0	0	0	0	6	2	0	0	3	0	0	0	0	0	5	0	10
2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2	3	4	3	4	5	0	4	0	0	0	0	5	4	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0
13	12	12	13	19	10	9	4	12	14	13	10	9	3	6	10	12	9	0	0	0	0	3	0	0	6	0	0	0	3	5	0	10	0	3	0	2	0	4	0	0	6	3	9
3	0	2	3	2	0	2	4	0	2	3	3	4	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
3	3	2	2	3	0	0	2	8	0	0	4	0	0	3	4	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	3	0	0	2	3	0	2	2	2
2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	2	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
44	0	16	0	11	0	3	11	33	27	30	33	12	0	22	21	24	37	2	0	0	0	0	0	0	5	0	3	0	0	0	0	26	0	13	5	0	0	0	0	0	24	0	0
2	0	0	2	5	2	0	0	0	0	0	2	0	4	0	0	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0
4	7	0	4	13	11	6	5	6	4	0	13	8	13	9	10	6	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	2	9	0	0	0	0	0	0	11	0	3
8	4	9	12	7	8	6	2	0	26	17	7	14	12	7	15	5	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	10	0	2
16	13	12	22	16	24	8	13	14	0	10	16	13	16	15	15	16	10	0	0	2	0	0	0	0	9	0	0	3	0	0	0	17	5	4	5	0	2	0	0	0	9	4	7
4	3	0	5	7	2	0	2	3	5	0	4	8	4	7	10	2	8	0	3	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0
8	5	13	17	5	2	0	0	0	8	0	11	7	5	12	8	12	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0
3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
5	2	0	3	0	0	0	0	0	2	0	0	0	6	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0
6	6	2	7	0	3	3	4	7	3	6	2	5	4	0	3	6	4	0	0	0	0	0	0	0	0	2	2	0	3	0	0	0	3	2	0	0	5	0	0	0	0	2	0
5	5	3	6	0	4	0	0	2	2	0	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	3	2	2	0	0	0	0	0	0	0	3	0
4	0	8	2	0	0	0	0	0	0	3	0	6	0	3	3	2	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0
5	4	5	0	2	2	2	4	2	3	4	0	0	9	2	2	3	7	0	0	2	3	0	0	0	0	0	0	0	3	0	0	5	0	0	5	0	0	0	0	0	0	2	0
5	0	0	4	5	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7	5	2	5	3	0	0	0	7	0	4	2	3	0	0	2	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	3	0	0
4	10	4	12	3	0	3	3	11	6	6	2	5	0	3	4	13	21	3	0	0	0	0	4	0	0	0	0	0	0	0	2	9	0	2	3	2	0	0	6	0	2	0	4
4	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	5	2	5	0	0	0	0	2	2	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	4	7	0	0	0	3	4	5	0	5	0	5	0	4	5	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	3	4	4	0	0	0	0	4	3	3	3	2	4	4	4	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	4	0	4
7	7	2	6	0	0	0	0	10	2	0	0	6	5	2	0	4	2	0	0	0	0	0	0	0	2	0	2	0	2	2	0	5	2	6	3	0	3	0	2	0	6	0	0
7	5	6	5	0	0	0	0	3	2	3	3	3	2	0	5	9	9	0	2	0	0	4	0	0	0	0	0	0	0	4	3	0	0	2	2	0	0	0	0	0	0	5	9
3	0	0	2	0	0	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	0	0	0	0	0	0	0	0	0	9	0	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	3	0	0	0	0	0	0	2	0	0
3	0	2	0	0	0	0	0	5	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	5	3	2	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	5	0	0	0	0	0	0	0	0	0	2	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	5	0	4	0	0	0	0	11	2	2	0	4	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	2	0	0	0	0	2	2	2
15	19	18	22	0	17	7	8	18	20	18	19	16	15	16	30	19	27	2	0	0	0	3	2	0	8	0	4	3	5	2	0	10	0	13	2	0	6	3	4	3	8	2	12
8	6	6	9	6	4	3	9	4	8	9	11	2	9	5	5	11	6	0	3	3	0	0	0	0	2	0	0	0	2	8	0	11	3	2	7	2	3	2	3	0	8	8	0
9	0	3	3	0	0	0	0	0	5	2	2	5	2	3	4	2	8	2	0	0	0	0	0	0	2	0	2	0	0	0	2	8	0	5	0	0	0	0	0	0	0	0	0
3	2	0	0	0	0	0	0	0	0	3	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
4	10	0	0	0	5	3	7	5	11	5	11	7	0	2	3	7	10	0	0	0	0	0	2	0	2	0	0	0	3	0	0	6	0	7	5	3	0	0	0	0	3	0	2
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	7	0	0	0	0	0	0	0	8	4	0	5	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
6	0	4	0	0	0	0	0	0	0	0	4	6	0	0	4	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
6	2	0	3	0	0	0	0	0	2	5	5	0	0	0	0	6	7	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2	0	2	2	0	3	0	2	0	0	0	0
2	3	6	5	4	0	0	0	0	4	3	10	3	0	2	3	12	7	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	3	0	2	0	0	0	3
4	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	2
2	2	5	0	0	0	0	5	3	5	6	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	3	6	0	0	3	0	3	3	0	3	7	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
3	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2	5	7	2	0	2	0	4	7	2	13	0	0	3	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	3	0	2
3	0	0	4	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	25	11	22	0	3	10	9	11	15	34	20	11	14	8	18	27	35	3	0	0	0	2	0	0	6	0	2	0	2	0	0	15	0	9	3	4	0	3	4	0	8	0	5
11	0	7	18	0	6	6	0	10	6	11	20	20	20	14	19	11	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	5	3	0	0	0	3	0	8	0	4
2	3	4	4	4	5	5	4	9	2	2	0	0	2	6	6	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0
4	0	0	4	4	0	6	4	4	7	0	0	2	0	0	0	4	5	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	2	0	3	0	0	0	0	2	0	0
